;host_response_time;host_response_rate;host_is_superhost;host_listings_count;latitude;longitude;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;amenities;price;security_deposit;cleaning_fee;guests_included;extra_people;minimum_nights;maximum_nights;number_of_reviews;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;instant_bookable;is_business_travel_ready;cancellation_policy;ano;mes
;'host_response_time';'host_response_rate';'host_is_superhost';'host_listings_count';'latitude';'longitude';'property_type';'room_type';'accommodates';'bathrooms';'bedrooms';'beds';'bed_type';'amenities';'price';'security_deposit';'cleaning_fee';'guests_included';'extra_people';'minimum_nights';'maximum_nights';'number_of_reviews';'review_scores_rating';'review_scores_accuracy';'review_scores_cleanliness';'review_scores_checkin';'review_scores_communication';'review_scores_location';'review_scores_value';'instant_bookable';'is_business_travel_ready';'cancellation_policy';'ano';'mes'
'host_response_time','host_response_rate','host_is_superhost','host_listings_count','latitude','longitude','property_type','room_type','accommodates','bathrooms','bedrooms','beds','bed_type','amenities','price','security_deposit','cleaning_fee','guests_included','extra_people','minimum_nights','maximum_nights','number_of_reviews','review_scores_rating','review_scores_accuracy','review_scores_cleanliness','review_scores_checkin','review_scores_communication','review_scores_location','review_scores_value','instant_bookable','is_business_travel_ready','cancellation_policy','ano','mes';;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;within a few hours;100%;t;1.0;-2.293.729;-4.317.459;Condominium;Entire home/apt;6;1.5;2.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Pool,Kitchen,Doorman,Gym,Elevator,""Free street parking"",""Family/kid friendly"",Washer,Dryer,Essentials,""24-hour check-in"",Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Building staff"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Long term stays allowed""}";$256.00;;$84.00;2;$0.00;2;60;126;95.0;9.0;9.0;10.0;10.0;10.0;9.0;f;f;moderate;2020;1
;within a few hours;100%;f;4.0;-2.297.822;-4.319.034;Apartment;Entire home/apt;2;1.0;1.0;0.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Coffee maker"",Refrigerator,""Dishes and silverware"",Oven}";$88.00;$407.00;$80.00;1;$0.00;2;89;95;90.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;1
;within an hour;100%;f;2.0;-2.296.982;-4.338.807;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Pool,""Free parking on premises"",""Pets allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Room-darkening shades"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Garden or backyard"",""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed""}";$210.00;$0.00;$75.00;2;$0.00;2;90;39;95.0;10.0;10.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;1
;within a few hours;100%;f;4.0;-2.298.102;-4.319.212;Apartment;Entire home/apt;4;;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom""}";$122.00;$407.00;$80.00;2;$50.00;2;89;50;94.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;1
;within a few hours;100%;f;4.0;-2.297.733;-4.318.987;Apartment;Entire home/apt;4;;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom""}";$348.00;$407.00;$80.00;2;$50.00;2;89;31;94.0;9.0;9.0;9.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;1
;within an hour;100%;f;1.0;-2.296.321;-4.317.544;Apartment;Entire home/apt;6;1.0;1.0;4.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,""Safety card"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Self check-in"",""Building staff"",""Hot water"",""Dishes and silverware"",""Cooking basics""}";$298.00;$500.00;$100.00;2;$25.00;5;14;15;93.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;1
;a few days or more;0%;f;2.0;-2.294.728;-4.318.645;House;Private room;2;1.0;1.0;1.0;Real Bed;"{Wifi,""Buzzer/wireless intercom""}";$252.00;$839.00;;1;$42.00;3;365;0;;;;;;;;f;f;strict_14_with_grace_period;2020;1
;within an hour;100%;f;9.0;-2.296.486;-4.317.595;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""High chair"",""Babysitter recommendations"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Host greets you"",Beachfront,""Paid parking on premises""}";$147.00;$900.00;$150.00;2;$50.00;2;180;79;92.0;9.0;9.0;9.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;1
;within an hour;100%;f;1.0;-2.297.541;-4.318.898;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}";$134.00;$400.00;$100.00;1;$80.00;3;30;12;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;1
;within a few hours;90%;f;3.0;-2.300.854;-4.343.954;Condominium;Entire home/apt;2;2.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Breakfast,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace""}";$734.00;$839.00;;1;$0.00;6;365;0;;;;;;;;f;f;strict_14_with_grace_period;2020;1
;within a day;90%;f;3.0;-2.294.984;-4.318.125;Apartment;Entire home/apt;4;;1.0;1.0;Real Bed;{};$201.00;$700.00;$170.00;1;$0.00;1;760;0;;;;;;;;f;f;flexible;2020;1
;within a day;100%;f;1.0;-2.296.817;-4.317.987;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets""}";$231.00;$0.00;$120.00;2;$50.00;3;760;13;97.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;1
;within a few hours;100%;t;1.0;-2.298.666;-4.319.321;Apartment;Entire home/apt;3;1.0;1.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",Washer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Host greets you""}";$134.00;$700.00;$140.00;2;$50.00;2;90;121;94.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;1
;within an hour;100%;t;1.0;-2.298.091;-4.319.152;Condominium;Entire home/apt;4;1.5;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""Hair dryer"",Iron,""Room-darkening shades"",""Hot water"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Host greets you""}";$348.00;$1,500.00;$220.00;4;$200.00;2;90;119;96.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;1
;within a day;60%;f;1.0;-2.297.561;-4.318.791;Apartment;Entire home/apt;4;2.5;2.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",Beachfront}";$525.00;$4,197.00;$105.00;1;$0.00;1;365;78;96.0;10.0;9.0;10.0;9.0;10.0;9.0;f;f;moderate;2020;1
;within an hour;100%;t;2.0;-2.301.129;-4.332.305;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Gym,Elevator,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Beachfront}";$193.00;;$80.00;3;$100.00;3;365;207;95.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;1
;within an hour;100%;f;3.0;-2.296.911;-4.318.836;Apartment;Private room;3;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",""Free street parking"",""Family/kid friendly"",Washer,Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Building staff"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed""}";$101.00;$0.00;$0.00;2;$45.00;2;10;126;97.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;1
;within a few hours;95%;f;13.0;-2.299.176;-4.323.313;Apartment;Entire home/apt;16;1.0;1.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",""Pets live on this property"",Dog(s),Cat(s),""Free street parking"",Essentials,""24-hour check-in"",""Hot water"",Other}";$420.00;$1,259.00;$168.00;4;$210.00;7;1095;27;90.0;8.0;8.0;10.0;10.0;9.0;8.0;f;f;strict_14_with_grace_period;2020;1
;within a day;100%;t;2.0;-2.297.725;-4.319.039;Apartment;Entire home/apt;4;1.0;1.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";$176.00;$350.00;$110.00;2;$25.00;4;1125;80;97.0;10.0;10.0;10.0;10.0;9.0;10.0;f;f;strict_14_with_grace_period;2020;1
;within a few hours;100%;f;1.0;-2.296.036;-432.131;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";$168.00;$420.00;;1;$0.00;2;30;13;98.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;2020;1
;within an hour;100%;t;2.0;-2.291.838;-4.318.235;Guest suite;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{Internet,Wifi,Kitchen,""Pets live on this property"",Cat(s),""Free street parking"",""Family/kid friendly"",Essentials,""24-hour check-in"",Hangers,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";$227.00;$0.00;$193.00;1;$0.00;4;60;178;96.0;10.0;9.0;10.0;10.0;10.0;10.0;f;f;moderate;2020;1
;within a few hours;100%;f;3.0;-2.292.904;-4.324.141;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Breakfast,Elevator,""Buzzer/wireless intercom"",Washer,Dryer,""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Host greets you""}";$101.00;;;1;$0.00;3;365;13;97.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;moderate;2020;1
;;;f;2.0;-2.298.831;-4.335.749;Apartment;Entire home/apt;4;2.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer}";$1,469.00;$12,590.00;$462.00;1;$0.00;2;30;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;1
;within a day;100%;f;4.0;-2.292.322;-4.317.434;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{Wifi,""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo}";$151.00;$325.00;$120.00;2;$50.00;14;730;16;87.0;8.0;9.0;9.0;10.0;9.0;9.0;f;f;strict_14_with_grace_period;2020;1
;within a day;100%;f;1.0;-2.295.349;-4.318.113;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials,Shampoo,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace""}";$252.00;$1,000.00;$300.00;3;$80.00;1;1125;3;100.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;moderate;2020;1
;within an hour;100%;t;2.0;-2.300.206;-4.338.971;Apartment;Entire home/apt;2;1.5;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",Doorman,Gym,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Cleaning before checkout"",""Host greets you""}";$206.00;$2,098.00;$546.00;2;$0.00;14;186;28;99.0;10.0;10.0;10.0;10.0;10.0;9.0;t;f;moderate;2020;1
;within a few hours;100%;t;2.0;-2.296.404;-4.317.499;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Host greets you"",""Trash can""}";$101.00;$480.00;$160.00;2;$30.00;2;28;77;95.0;10.0;10.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;1
;within an hour;100%;f;6.0;-2.298.105;-4.319.265;Condominium;Entire home/apt;10;3.0;4.0;5.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Host greets you""}";$357.00;$839.00;$252.00;1;$42.00;7;365;44;93.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;1
;within a few hours;92%;f;3.0;-2.297.254;-4.318.939;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Hangers,Iron,""Laptop friendly workspace""}";$298.00;$800.00;$200.00;1;$0.00;5;15;1;100.0;8.0;10.0;8.0;10.0;10.0;8.0;f;f;strict_14_with_grace_period;2020;1
;a few days or more;20%;f;1.0;-2.299.339;-4.323.687;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;"{Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,""Buzzer/wireless intercom"",Washer,Essentials,Shampoo,Hangers,""Laptop friendly workspace"",""Bed linens""}";$172.00;$500.00;$150.00;2;$200.00;1;90;8;83.0;9.0;7.0;9.0;9.0;9.0;8.0;f;f;strict_14_with_grace_period;2020;1
;within an hour;100%;f;1.0;-2.296.413;-4.317.436;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Children’s books and toys"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Host greets you""}";$130.00;;$135.00;2;$28.00;2;29;201;99.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;moderate;2020;1
;within a few hours;100%;f;3.0;-2.296.717;-4.318.776;Apartment;Private room;2;1.0;1.0;1.0;Pull-out Sofa;"{TV,""Cable TV"",Wifi,""Air conditioning"",""Paid parking off premises"",Washer,""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",""Paid parking on premises""}";$222.00;$0.00;$105.00;3;$63.00;2;760;20;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;strict_14_with_grace_period;2020;1
;;;f;1.0;-2.298.435;-4.322.992;Apartment;Entire home/apt;6;3.5;4.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Fire extinguisher"",Hangers,""Hair dryer"",Iron}";$4,197.00;$1,259.00;$294.00;1;$0.00;2;7;0;;;;;;;;f;f;strict_14_with_grace_period;2020;1
;within a day;80%;f;1.0;-2.296.666;-4.321.825;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",""Pets live on this property"",Cat(s),""Buzzer/wireless intercom"",""Lock on bedroom door"",Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Bed linens"",Microwave,Refrigerator,""Dishes and silverware"",""Luggage dropoff allowed"",""Long term stays allowed""}";$180.00;$500.00;;1;$0.00;5;365;19;96.0;10.0;9.0;10.0;10.0;9.0;9.0;f;f;strict_14_with_grace_period;2020;1
;within a few hours;100%;f;4.0;-2.291.892;-431.808;House;Private room;1;1.0;1.0;1.0;Real Bed;"{Wifi,Pool,Kitchen,""Smoking allowed"",""Pets live on this property"",Cat(s),""Free street parking"",""Family/kid friendly"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",Waterfront}";$46.00;$0.00;$200.00;1;$0.00;60;365;4;100.0;10.0;10.0;10.0;10.0;10.0;10.0;f;f;moderate;2020;1
;within an hour;100%;t;5.0;-2.297.635;-4.319.809;Apartment;Entire home/apt;8;2.0;2.0;7.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Babysitter recommendations"",Crib,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",Waterfront}";$315.00;$420.00;$126.00;2;$21.00;2;420;389;96.0;10.0;10.0;10.0;10.0;10.0;9.0;t;f;strict_14_with_grace_period;2020;1
;within a few hours;100%;t;1.0;-2.298.338;-4.322.332;Apartment;Entire home/apt;6;2.5;2.0;5.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Hot tub"",""Buzzer/wireless intercom"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Window guards"",""Hot water"",""Dishes and silverware"",""Long term stays allowed"",""Host greets you""}";$634.00;$1,104.00;$0.00;2;$140.00;3;630;45;97.0;10.0;9.0;10.0;10.0;10.0;9.0;f;f;strict_14_with_grace_period;2020;1
;within a few hours;100%;f;4.0;-2.291.676;-431.807;House;Private room;1;1.0;1.0;1.0;Real Bed;"{Wifi,Pool,Kitchen,""Smoking allowed"",""Pets live on this property"",Cat(s),""Free street parking"",""Family/kid friendly"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",Waterfront}";$46.00;$0.00;$200.00;1;$0.00;60;365;10;80.0;10.0;10.0;10.0;8.0;9.0;10.0;f;f;moderate;2020;1
;within an hour;100%;t;2.0;-2.291.942;-4.318.514;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Family/kid friendly"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";$109.00;;$140.00;2;$70.00;4;90;30;98.0;10.0;10.0;10.0;10.0;10.0;10.0;t;f;strict_14_with_grace_period;2020;1
